Team,Player,Week,Rank,Expected_Points,Actual_Points,Difference
P-Town CASH KEVIN,Breece Hall,7,22,210.66,115.1,-95.56
P-Town CASH KEVIN,Josh Reynolds,7,61,58.02,73.7,15.68
I dont know what im doing,Leonard Fournette,8,12,258.74,154.7,-104.04
I dont know what im doing,Davante Adams,8,3,253.59,216.4,-37.19
I dont know what im doing,Mike Evans,8,20,223.32,134.1,-89.22
I dont know what im doing,Brandin Cooks,8,49,215.1,91.6,-123.5
I dont know what im doing,Devin Singletary,8,21,188.72,119.8,-68.92
I dont know what im doing,Amari Cooper,8,10,198.97,159.8,-39.17
I dont know what im doing,Cordarrelle Patterson,8,34,167.88,92,-75.88
I dont know what im doing,Zach Ertz,8,4,148.18,115.6,-32.58
I dont know what im doing,Evan McPherson,8,11,148.47,81,-67.47
I dont know what im doing,Allen Lazard,8,25,172.56,120.9,-51.66
I dont know what im doing,Joe Burrow,8,5,294.45,226.2,-68.25
I dont know what im doing,Gerald Everett,8,15,127.63,82.4,-45.23
I dont know what im doing,Taysom Hill,8,10,79.54,90.6,11.06
I dont know what im doing,Michael Carter,8,29,150.53,98.3,-52.23
I dont know what im doing,Chuba Hubbard,8,79,68.75,23.7,-45.05
I dont know what im doing,Tyler Allgeier,8,39,83.39,80.5,-2.89
I dont know what im doing,Commanders D/ST,8,8,109.17,81,-28.17
Just-in-N-out Drive thru,Justin Jefferson,8,4,287.8,215.52,-72.28
Just-in-N-out Drive thru,Justin Herbert,8,11,328.04,165.2,-162.84
Just-in-N-out Drive thru,Nick Chubb,8,5,216.04,187.9,-28.14
Just-in-N-out Drive thru,George Kittle,8,7,169.59,97.4,-72.19
Just-in-N-out Drive thru,Josh Jacobs,8,4,210.51,194.1,-16.41
Just-in-N-out Drive thru,DK Metcalf,8,22,212.43,126.1,-86.33
Just-in-N-out Drive thru,Miles Sanders,8,19,184.65,128,-56.65
Just-in-N-out Drive thru,Nick Folk,8,7,141.25,88,-53.25
Just-in-N-out Drive thru,Brandon Aiyuk,8,16,184.92,139.4,-45.52
Just-in-N-out Drive thru,Bills D/ST,8,6,143.85,85,-58.85
Just-in-N-out Drive thru,Raheem Mostert,8,25,130.43,107.2,-23.23
Just-in-N-out Drive thru,David Njoku,8,14,131.43,82.9,-48.53
Just-in-N-out Drive thru,Marcus Mariota,8,9,141.19,172.32,31.13
Just-in-N-out Drive thru,Tyler Boyd,8,24,168.31,123.82,-44.49
Just-in-N-out Drive thru,Parris Campbell,8,34,99.2,108.9,9.7
Just-in-N-out Drive thru,Hayden Hurst,8,13,130.09,85.1,-44.99
Cougar Town Zach Wilson,Deebo Samuel,8,21,261.46,130,-131.46
Cougar Town Zach Wilson,Josh Allen,8,2,374.63,247.5,-127.13
Cougar Town Zach Wilson,James Conner,8,28,240.04,98.7,-141.34
Cougar Town Zach Wilson,David Montgomery,8,27,219.92,104.5,-115.42
Cougar Town Zach Wilson,Elijah Mitchell,8,84,197.42,19.8,-177.62
Cougar Town Zach Wilson,Gabe Davis,8,26,207.23,120.2,-87.03
Cougar Town Zach Wilson,Justin Tucker,8,3,144.4,97,-47.4
Cougar Town Zach Wilson,Dallas Goedert,8,5,150.33,113.4,-36.93
Cougar Town Zach Wilson,Damien Harris,8,43,174.55,75.2,-99.35
Cougar Town Zach Wilson,Dawson Knox,8,20,146.56,74,-72.56
Cougar Town Zach Wilson,Tyler Lockett,8,12,197.01,144,-53.01
Cougar Town Zach Wilson,Broncos D/ST,8,11,86.8,67,-19.8
Cougar Town Zach Wilson,Robert Woods,8,66,180.44,67.5,-112.94
Cougar Town Zach Wilson,Jakobi Meyers,8,31,173.92,111.8,-62.12
Cougar Town Zach Wilson,Antonio Gibson,8,15,181.26,139.8,-41.46
Cougar Town Zach Wilson,Dak Prescott,8,29,306.52,81.98,-224.54
Cougar Town Zach Wilson,Cade Otton,8,24,34.4,60.1,25.7
Couv Reigning Champ,Dalvin Cook,8,11,258.49,156.5,-101.99
Couv Reigning Champ,D'Andre Swift,8,33,253.66,93.5,-160.16
Couv Reigning Champ,Michael Pittman Jr.,8,18,236.16,138.8,-97.36
Couv Reigning Champ,Jaylen Waddle,8,6,218.23,174.5,-43.73
Couv Reigning Champ,Kyler Murray,8,8,314,174.62,-139.38
Couv Reigning Champ,Chris Godwin,8,39,198.2,102,-96.2
Couv Reigning Champ,Rashod Bateman,8,80,197.96,53.5,-144.46
Couv Reigning Champ,Melvin Gordon III,8,36,144.72,87.1,-57.62
Couv Reigning Champ,Christian Kirk,8,9,200.01,161.1,-38.91
Couv Reigning Champ,Tyler Higbee,8,9,130.34,91,-39.34
Couv Reigning Champ,Ryan Succop,8,7,130.21,88,-42.21
Couv Reigning Champ,Rachaad White,8,48,95.97,59.7,-36.27
Couv Reigning Champ,Rondale Moore,8,50,130.69,87.9,-42.79
Couv Reigning Champ,Jets D/ST,8,4,70.84,91,20.16
Couv Reigning Champ,Gus Edwards,8,74,84.01,25.1,-58.91
Couv Reigning Champ,Joshua Palmer,8,30,150.93,113,-37.93
Couv Reigning Champ,Ronnie Rivers,8,100,10.14,10,-0.14
Gorilla Guys,Derrick Henry,8,2,264.47,203.06,-61.41
Gorilla Guys,Joe Mixon,8,7,258.91,180.9,-78.01
Gorilla Guys,Keenan Allen,8,121,237.62,26.1,-211.52
Gorilla Guys,Kyle Pitts,8,18,197.64,75.6,-122.04
Gorilla Guys,Diontae Johnson,8,42,218.19,100.9,-117.29
Gorilla Guys,Jalen Hurts,8,3,318.51,240.28,-78.23
Gorilla Guys,Amon-Ra St. Brown,8,15,208.86,140.8,-68.06
Gorilla Guys,JuJu Smith-Schuster,8,27,197.1,117.5,-79.6
Gorilla Guys,Tony Pollard,8,10,177.23,163.4,-13.83
Gorilla Guys,DeAndre Hopkins,8,37,150.41,105.7,-44.71
Gorilla Guys,Jamaal Williams,8,13,123.09,153.5,30.41
Gorilla Guys,Darrell Henderson Jr.,8,44,195.14,73.5,-121.64
Gorilla Guys,Jahan Dotson,8,74,159.03,57.2,-101.83
Gorilla Guys,Ravens D/ST,8,7,119.59,83,-36.59
Gorilla Guys,Tua Tagovailoa,8,14,271.03,160.1,-110.93
Gorilla Guys,Brett Maher,8,2,129.42,99,-30.42
Gorilla Guys,Odell Beckham Jr.,8,0,0,0,0
My Team  A Bust,Mark Andrews,8,2,235.05,133.8,-101.25
My Team  A Bust,Saquon Barkley,8,6,227.77,185.3,-42.47
My Team  A Bust,A.J. Brown,8,8,220.85,161.5,-59.35
My Team  A Bust,Lamar Jackson,8,6,316.41,211.68,-104.73
My Team  A Bust,AJ Dillon,8,38,168.75,80.6,-88.15
My Team  A Bust,Michael Thomas,8,84,206.58,51.1,-155.48
My Team  A Bust,Kenneth Walker III,8,18,126.57,129,2.43
My Team  A Bust,Dameon Pierce,8,17,183.65,137.5,-46.15
My Team  A Bust,Wan'Dale Robinson,8,83,148.01,51.6,-96.41
My Team  A Bust,Eno Benjamin,8,37,64.37,86.3,21.93
My Team  A Bust,D'Onta Foreman,8,42,68.17,77.5,9.33
My Team  A Bust,Cooper Kupp,8,5,312.91,201.4,-111.51
My Team  A Bust,Isiah Pacheco,8,58,66.3,46.9,-19.4
My Team  A Bust,Falcons D/ST,8,20,63.38,50,-13.38
My Team  A Bust,Jason Myers,8,4,124.21,95,-29.21
My Team  A Bust,Khalil Herbert,8,26,108.93,106.5,-2.43
My Team  A Bust,Greg Dulcich,8,33,39.19,45.3,6.11
No Nyugen Will Win,Najee Harris,8,20,265.48,124.96,-140.52
No Nyugen Will Win,Ja'Marr Chase,8,14,276.17,141.7,-134.47
No Nyugen Will Win,Ezekiel Elliott,8,32,214.2,95.2,-119
No Nyugen Will Win,Travis Etienne Jr.,8,16,205.01,138.7,-66.31
No Nyugen Will Win,T.J. Hockenson,8,3,168.03,121.4,-46.63
No Nyugen Will Win,Garrett Wilson,8,32,175.31,109.8,-65.51
No Nyugen Will Win,Chris Olave,8,11,174.45,145,-29.45
No Nyugen Will Win,49ers D/ST,8,5,112.33,88,-24.33
No Nyugen Will Win,James Robinson,8,35,151.13,87.6,-63.53
No Nyugen Will Win,Curtis Samuel,8,19,133.02,134.5,1.48
No Nyugen Will Win,Younghoe Koo,8,6,125.78,89,-36.78
No Nyugen Will Win,Brian Robinson Jr.,8,52,102.87,52.9,-49.97
No Nyugen Will Win,George Pickens,8,43,147.03,98.7,-48.33
No Nyugen Will Win,Geno Smith,8,7,148.82,182.76,33.94
No Nyugen Will Win,Jerry Jeudy,8,48,212.2,93,-119.2
No Nyugen Will Win,Kyren Williams,8,96,15.23,12.3,-2.93
No Nyugen Will Win,James Cook,8,59,126.71,46.1,-80.61
Eugene Tweakers,Alvin Kamara,8,14,254.82,146.6,-108.22
Eugene Tweakers,CeeDee Lamb,8,7,252.45,164.3,-88.15
Eugene Tweakers,Tee Higgins,8,17,237.31,139.2,-98.11
Eugene Tweakers,Cam Akers,8,66,146.71,31.5,-115.21
Eugene Tweakers,Darren Waller,8,39,187.71,39.5,-148.21
Eugene Tweakers,Marquise Brown,8,33,211.78,109.5,-102.28
Eugene Tweakers,Tom Brady,8,18,306.83,153.4,-153.43
Eugene Tweakers,Adam Thielen,8,35,192.17,108.2,-83.97
Eugene Tweakers,Drake London,8,38,192.77,103.9,-88.87
Eugene Tweakers,Kadarius Toney,8,120,186.18,26.5,-159.68
Eugene Tweakers,Cowboys D/ST,8,2,106.49,109,2.51
Eugene Tweakers,Graham Gano,8,9,131.95,83,-48.95
Eugene Tweakers,Chargers D/ST,8,28,105.45,30,-75.45
Eugene Tweakers,Austin Ekeler,8,1,284.73,230.1,-54.63
Eugene Tweakers,Noah Fant,8,22,139.83,66.6,-73.23
Eugene Tweakers,Rex Burkhead,8,49,125.89,57.2,-68.69
Diggy Wit it,Christian McCaffrey,8,3,309.94,201.76,-108.18
Diggy Wit it,Stefon Diggs,8,1,258.25,227.3,-30.95
Diggy Wit it,Aaron Jones,8,8,242.56,172.6,-69.96
Diggy Wit it,Mike Williams,8,36,211.44,107,-104.44
Diggy Wit it,DJ Moore,8,28,234.57,114.1,-120.47
Diggy Wit it,Courtland Sutton,8,29,210.42,113.8,-96.62
Diggy Wit it,Allen Robinson II,8,52,201.07,84.9,-116.17
Diggy Wit it,Chase Edmonds,8,54,174.07,52.1,-121.97
Diggy Wit it,Daniel Carlson,8,4,139.12,95,-44.12
Diggy Wit it,Jameson Williams,8,0,92.61,0,-92.61
Diggy Wit it,Jeff Wilson Jr.,8,23,50.21,112.4,62.19
Diggy Wit it,Evan Engram,8,17,124.37,79.2,-45.17
Diggy Wit it,Zay Jones,8,44,109.2,96.8,-12.4
Diggy Wit it,Jared Goff,8,20,236.35,147.38,-88.97
Diggy Wit it,Patriots D/ST,8,1,90.39,111,20.61
Diggy Wit it,Robert Tonyan,8,16,122.08,81.2,-40.88
Diggy Wit it,Eagles D/ST,8,3,121.78,99,-22.78
P-Town CASH KEVIN,Jonathan Taylor,8,24,316.99,112,-204.99
P-Town CASH KEVIN,Tyreek Hill,8,2,246.45,222.3,-24.15
P-Town CASH KEVIN,Travis Kelce,8,1,227.3,223,-4.3
P-Town CASH KEVIN,Patrick Mahomes,8,1,352.02,262.4,-89.62
P-Town CASH KEVIN,Terry McLaurin,8,13,221.94,142.4,-79.54
P-Town CASH KEVIN,Kareem Hunt,8,31,182.53,95.5,-87.03
P-Town CASH KEVIN,Hunter Renfrow,8,102,199.03,38.2,-160.83
P-Town CASH KEVIN,DeVonta Smith,8,23,192.23,123.9,-68.33
P-Town CASH KEVIN,Rhamondre Stevenson,8,9,182.24,163.7,-18.54
P-Town CASH KEVIN,Chase Claypool,8,51,180.36,87.24,-93.12
P-Town CASH KEVIN,Pat Freiermuth,8,6,144.17,98.2,-45.97
P-Town CASH KEVIN,Packers D/ST,8,16,135.55,59,-76.55
P-Town CASH KEVIN,Brandon McManus,8,16,139.43,77,-62.43
P-Town CASH KEVIN,Breece Hall,8,22,210.66,115.1,-95.56
P-Town CASH KEVIN,Josh Reynolds,8,61,58.02,73.7,15.68
P-Town CASH KEVIN,Daniel Jones,8,10,252.4,171.18,-81.22
I dont know what im doing,Leonard Fournette,9,12,258.74,154.7,-104.04
I dont know what im doing,Davante Adams,9,3,253.59,216.4,-37.19
I dont know what im doing,Mike Evans,9,20,223.32,134.1,-89.22
I dont know what im doing,Brandin Cooks,9,49,215.1,91.6,-123.5
I dont know what im doing,Devin Singletary,9,21,188.72,119.8,-68.92
I dont know what im doing,Amari Cooper,9,10,198.97,159.8,-39.17
I dont know what im doing,Cordarrelle Patterson,9,34,167.88,92,-75.88
I dont know what im doing,Zach Ertz,9,4,148.18,115.6,-32.58
I dont know what im doing,Evan McPherson,9,11,148.47,81,-67.47
I dont know what im doing,Allen Lazard,9,25,172.56,120.9,-51.66
I dont know what im doing,Joe Burrow,9,5,294.45,226.2,-68.25
I dont know what im doing,Gerald Everett,9,15,127.63,82.4,-45.23
I dont know what im doing,Michael Carter,9,29,150.53,98.3,-52.23
I dont know what im doing,Chuba Hubbard,9,79,68.75,23.7,-45.05
I dont know what im doing,Tyler Allgeier,9,39,83.39,80.5,-2.89
I dont know what im doing,Bengals D/ST,9,20,101.48,50,-51.48
Just-in-N-out Drive thru,Justin Jefferson,9,4,287.8,215.52,-72.28
Just-in-N-out Drive thru,Justin Herbert,9,11,328.04,165.2,-162.84
Just-in-N-out Drive thru,Nick Chubb,9,5,216.04,187.9,-28.14
Just-in-N-out Drive thru,George Kittle,9,7,169.59,97.4,-72.19
Just-in-N-out Drive thru,Josh Jacobs,9,4,210.51,194.1,-16.41
Just-in-N-out Drive thru,DK Metcalf,9,22,212.43,126.1,-86.33
Just-in-N-out Drive thru,Miles Sanders,9,19,184.65,128,-56.65
Just-in-N-out Drive thru,Nick Folk,9,7,141.25,88,-53.25
Just-in-N-out Drive thru,Brandon Aiyuk,9,16,184.92,139.4,-45.52
Just-in-N-out Drive thru,Bills D/ST,9,6,143.85,85,-58.85
Just-in-N-out Drive thru,Raheem Mostert,9,25,130.43,107.2,-23.23
Just-in-N-out Drive thru,David Njoku,9,14,131.43,82.9,-48.53
Just-in-N-out Drive thru,Marcus Mariota,9,9,141.19,172.32,31.13
Just-in-N-out Drive thru,Tyler Boyd,9,24,168.31,123.82,-44.49
Just-in-N-out Drive thru,Parris Campbell,9,34,99.2,108.9,9.7
Just-in-N-out Drive thru,Hayden Hurst,9,13,130.09,85.1,-44.99
Just-in-N-out Drive thru,Tyler Conklin,9,12,86,86.2,0.2
Cougar Town Zach Wilson,Deebo Samuel,9,21,261.46,130,-131.46
Cougar Town Zach Wilson,Josh Allen,9,2,374.63,247.5,-127.13
Cougar Town Zach Wilson,James Conner,9,28,240.04,98.7,-141.34
Cougar Town Zach Wilson,David Montgomery,9,27,219.92,104.5,-115.42
Cougar Town Zach Wilson,Elijah Mitchell,9,84,197.42,19.8,-177.62
Cougar Town Zach Wilson,Gabe Davis,9,26,207.23,120.2,-87.03
Cougar Town Zach Wilson,Justin Tucker,9,3,144.4,97,-47.4
Cougar Town Zach Wilson,Dallas Goedert,9,5,150.33,113.4,-36.93
Cougar Town Zach Wilson,Damien Harris,9,43,174.55,75.2,-99.35
Cougar Town Zach Wilson,Dawson Knox,9,20,146.56,74,-72.56
Cougar Town Zach Wilson,Tyler Lockett,9,12,197.01,144,-53.01
Cougar Town Zach Wilson,Broncos D/ST,9,11,86.8,67,-19.8
Cougar Town Zach Wilson,Robert Woods,9,66,180.44,67.5,-112.94
Cougar Town Zach Wilson,Jakobi Meyers,9,31,173.92,111.8,-62.12
Cougar Town Zach Wilson,Antonio Gibson,9,15,181.26,139.8,-41.46
Cougar Town Zach Wilson,Dak Prescott,9,29,306.52,81.98,-224.54
Cougar Town Zach Wilson,Dolphins D/ST,9,24,105.38,46,-59.38
Couv Reigning Champ,Dalvin Cook,9,11,258.49,156.5,-101.99
Couv Reigning Champ,D'Andre Swift,9,33,253.66,93.5,-160.16
Couv Reigning Champ,Michael Pittman Jr.,9,18,236.16,138.8,-97.36
Couv Reigning Champ,Jaylen Waddle,9,6,218.23,174.5,-43.73
Couv Reigning Champ,Kyler Murray,9,8,314,174.62,-139.38
Couv Reigning Champ,Chris Godwin,9,39,198.2,102,-96.2
Couv Reigning Champ,Melvin Gordon III,9,36,144.72,87.1,-57.62
Couv Reigning Champ,Christian Kirk,9,9,200.01,161.1,-38.91
Couv Reigning Champ,Tyler Higbee,9,9,130.34,91,-39.34
Couv Reigning Champ,Ryan Succop,9,7,130.21,88,-42.21
Couv Reigning Champ,Rachaad White,9,48,95.97,59.7,-36.27
Couv Reigning Champ,Rondale Moore,9,50,130.69,87.9,-42.79
Couv Reigning Champ,Gus Edwards,9,74,84.01,25.1,-58.91
Couv Reigning Champ,Joshua Palmer,9,30,150.93,113,-37.93
Couv Reigning Champ,Justin Fields,9,4,253.09,227.08,-26.01
Couv Reigning Champ,Seahawks D/ST,9,13,65.1,65,-0.1
Gorilla Guys,Derrick Henry,9,2,264.47,203.06,-61.41
Gorilla Guys,Joe Mixon,9,7,258.91,180.9,-78.01
Gorilla Guys,Keenan Allen,9,121,237.62,26.1,-211.52
Gorilla Guys,Kyle Pitts,9,18,197.64,75.6,-122.04
Gorilla Guys,Diontae Johnson,9,42,218.19,100.9,-117.29
Gorilla Guys,Jalen Hurts,9,3,318.51,240.28,-78.23
Gorilla Guys,Amon-Ra St. Brown,9,15,208.86,140.8,-68.06
Gorilla Guys,JuJu Smith-Schuster,9,27,197.1,117.5,-79.6
Gorilla Guys,Tony Pollard,9,10,177.23,163.4,-13.83
Gorilla Guys,DeAndre Hopkins,9,37,150.41,105.7,-44.71
Gorilla Guys,Jamaal Williams,9,13,123.09,153.5,30.41
Gorilla Guys,Darrell Henderson Jr.,9,44,195.14,73.5,-121.64
Gorilla Guys,Tua Tagovailoa,9,14,271.03,160.1,-110.93
Gorilla Guys,Odell Beckham Jr.,9,0,0,0,0
Gorilla Guys,Clyde Edwards-Helaire,9,30,190.6,98.3,-92.3
Gorilla Guys,Cairo Santos,9,16,121.85,77,-44.85
Gorilla Guys,Buccaneers D/ST,9,9,124.63,72,-52.63
My Team  A Bust,Mark Andrews,9,2,235.05,133.8,-101.25
My Team  A Bust,Saquon Barkley,9,6,227.77,185.3,-42.47
My Team  A Bust,A.J. Brown,9,8,220.85,161.5,-59.35
My Team  A Bust,Lamar Jackson,9,6,316.41,211.68,-104.73
My Team  A Bust,AJ Dillon,9,38,168.75,80.6,-88.15
My Team  A Bust,Kenneth Walker III,9,18,126.57,129,2.43
My Team  A Bust,Dameon Pierce,9,17,183.65,137.5,-46.15
My Team  A Bust,Wan'Dale Robinson,9,83,148.01,51.6,-96.41
My Team  A Bust,D'Onta Foreman,9,42,68.17,77.5,9.33
My Team  A Bust,Cooper Kupp,9,5,312.91,201.4,-111.51
My Team  A Bust,Jason Myers,9,4,124.21,95,-29.21
My Team  A Bust,Khalil Herbert,9,26,108.93,106.5,-2.43
My Team  A Bust,Greg Dulcich,9,33,39.19,45.3,6.11
My Team  A Bust,Chiefs D/ST,9,17,59.1,54,-5.1
My Team  A Bust,Isaiah Likely,9,28,82.16,50.6,-31.56
My Team  A Bust,Deon Jackson,9,55,38.32,51.4,13.08
My Team  A Bust,Daniel Jones,9,10,252.4,171.18,-81.22
No Nyugen Will Win,Najee Harris,9,20,265.48,124.96,-140.52
No Nyugen Will Win,Ja'Marr Chase,9,14,276.17,141.7,-134.47
No Nyugen Will Win,Ezekiel Elliott,9,32,214.2,95.2,-119
No Nyugen Will Win,Travis Etienne Jr.,9,16,205.01,138.7,-66.31
No Nyugen Will Win,T.J. Hockenson,9,3,168.03,121.4,-46.63
No Nyugen Will Win,Garrett Wilson,9,32,175.31,109.8,-65.51
No Nyugen Will Win,Chris Olave,9,11,174.45,145,-29.45
No Nyugen Will Win,James Robinson,9,35,151.13,87.6,-63.53
No Nyugen Will Win,Curtis Samuel,9,19,133.02,134.5,1.48
No Nyugen Will Win,Younghoe Koo,9,6,125.78,89,-36.78
No Nyugen Will Win,Brian Robinson Jr.,9,52,102.87,52.9,-49.97
No Nyugen Will Win,George Pickens,9,43,147.03,98.7,-48.33
No Nyugen Will Win,Geno Smith,9,7,148.82,182.76,33.94
No Nyugen Will Win,Jerry Jeudy,9,48,212.2,93,-119.2
No Nyugen Will Win,Kyren Williams,9,96,15.23,12.3,-2.93
No Nyugen Will Win,Caleb Huntley,9,62,17.55,40.7,23.15
No Nyugen Will Win,Vikings D/ST,9,19,82.3,51,-31.3
Eugene Tweakers,Alvin Kamara,9,14,254.82,146.6,-108.22
Eugene Tweakers,CeeDee Lamb,9,7,252.45,164.3,-88.15
Eugene Tweakers,Tee Higgins,9,17,237.31,139.2,-98.11
Eugene Tweakers,Cam Akers,9,66,146.71,31.5,-115.21
Eugene Tweakers,Darren Waller,9,39,187.71,39.5,-148.21
Eugene Tweakers,Marquise Brown,9,33,211.78,109.5,-102.28
Eugene Tweakers,Tom Brady,9,18,306.83,153.4,-153.43
Eugene Tweakers,Adam Thielen,9,35,192.17,108.2,-83.97
Eugene Tweakers,Drake London,9,38,192.77,103.9,-88.87
Eugene Tweakers,Kadarius Toney,9,120,186.18,26.5,-159.68
Eugene Tweakers,Cowboys D/ST,9,2,106.49,109,2.51
Eugene Tweakers,Austin Ekeler,9,1,284.73,230.1,-54.63
Eugene Tweakers,Noah Fant,9,22,139.83,66.6,-73.23
Eugene Tweakers,Rex Burkhead,9,49,125.89,57.2,-68.69
Eugene Tweakers,Harrison Butker,9,29,145.15,47,-98.15
Eugene Tweakers,Colts D/ST,9,12,108.7,66,-42.7
Diggy Wit it,Christian McCaffrey,9,3,309.94,201.76,-108.18
Diggy Wit it,Stefon Diggs,9,1,258.25,227.3,-30.95
Diggy Wit it,Aaron Jones,9,8,242.56,172.6,-69.96
Diggy Wit it,Mike Williams,9,36,211.44,107,-104.44
Diggy Wit it,DJ Moore,9,28,234.57,114.1,-120.47
Diggy Wit it,Courtland Sutton,9,29,210.42,113.8,-96.62
Diggy Wit it,Allen Robinson II,9,52,201.07,84.9,-116.17
Diggy Wit it,Chase Edmonds,9,54,174.07,52.1,-121.97
Diggy Wit it,Daniel Carlson,9,4,139.12,95,-44.12
Diggy Wit it,Jameson Williams,9,0,92.61,0,-92.61
Diggy Wit it,Jeff Wilson Jr.,9,23,50.21,112.4,62.19
Diggy Wit it,Patriots D/ST,9,1,90.39,111,20.61
Diggy Wit it,Robert Tonyan,9,16,122.08,81.2,-40.88
Diggy Wit it,Eagles D/ST,9,3,121.78,99,-22.78
Diggy Wit it,Nyheim Hines,9,51,144.64,54.5,-90.14
Diggy Wit it,Devin Duvernay,9,46,105.47,94,-11.47
Diggy Wit it,Kirk Cousins,9,15,269.17,155.44,-113.73
P-Town CASH KEVIN,Jonathan Taylor,9,24,316.99,112,-204.99
P-Town CASH KEVIN,Tyreek Hill,9,2,246.45,222.3,-24.15
P-Town CASH KEVIN,Travis Kelce,9,1,227.3,223,-4.3
P-Town CASH KEVIN,Patrick Mahomes,9,1,352.02,262.4,-89.62
P-Town CASH KEVIN,Terry McLaurin,9,13,221.94,142.4,-79.54
P-Town CASH KEVIN,Kareem Hunt,9,31,182.53,95.5,-87.03
P-Town CASH KEVIN,DeVonta Smith,9,23,192.23,123.9,-68.33
P-Town CASH KEVIN,Rhamondre Stevenson,9,9,182.24,163.7,-18.54
P-Town CASH KEVIN,Chase Claypool,9,51,180.36,87.24,-93.12
P-Town CASH KEVIN,Pat Freiermuth,9,6,144.17,98.2,-45.97
P-Town CASH KEVIN,Packers D/ST,9,16,135.55,59,-76.55
P-Town CASH KEVIN,Brandon McManus,9,16,139.43,77,-62.43
P-Town CASH KEVIN,Breece Hall,9,22,210.66,115.1,-95.56
P-Town CASH KEVIN,Josh Reynolds,9,61,58.02,73.7,15.68
P-Town CASH KEVIN,Riley Patterson,9,22,126.77,65,-61.77
P-Town CASH KEVIN,Kenyan Drake,9,41,13.48,79.2,65.72
P-Town CASH KEVIN,Eno Benjamin,9,37,64.37,86.3,21.93
I dont know what im doing,Leonard Fournette,10,12,258.74,154.7,-104.04
I dont know what im doing,Davante Adams,10,3,253.59,216.4,-37.19
I dont know what im doing,Mike Evans,10,20,223.32,134.1,-89.22
I dont know what im doing,Brandin Cooks,10,49,215.1,91.6,-123.5
I dont know what im doing,Devin Singletary,10,21,188.72,119.8,-68.92
I dont know what im doing,Amari Cooper,10,10,198.97,159.8,-39.17
I dont know what im doing,Cordarrelle Patterson,10,34,167.88,92,-75.88
I dont know what im doing,Zach Ertz,10,4,148.18,115.6,-32.58
I dont know what im doing,Allen Lazard,10,25,172.56,120.9,-51.66
I dont know what im doing,Joe Burrow,10,5,294.45,226.2,-68.25
I dont know what im doing,Gerald Everett,10,15,127.63,82.4,-45.23
I dont know what im doing,Michael Carter,10,29,150.53,98.3,-52.23
I dont know what im doing,Chuba Hubbard,10,79,68.75,23.7,-45.05
I dont know what im doing,Saints D/ST,10,18,127.9,53,-74.9
I dont know what im doing,Trevor Lawrence,10,13,260.71,161.16,-99.55
I dont know what im doing,Tyler Bass,10,1,131.58,100,-31.58
Just-in-N-out Drive thru,Justin Jefferson,10,4,287.8,215.52,-72.28
Just-in-N-out Drive thru,Justin Herbert,10,11,328.04,165.2,-162.84
Just-in-N-out Drive thru,Nick Chubb,10,5,216.04,187.9,-28.14
Just-in-N-out Drive thru,George Kittle,10,7,169.59,97.4,-72.19
Just-in-N-out Drive thru,Josh Jacobs,10,4,210.51,194.1,-16.41
Just-in-N-out Drive thru,DK Metcalf,10,22,212.43,126.1,-86.33
Just-in-N-out Drive thru,Miles Sanders,10,19,184.65,128,-56.65
Just-in-N-out Drive thru,Nick Folk,10,7,141.25,88,-53.25
Just-in-N-out Drive thru,Brandon Aiyuk,10,16,184.92,139.4,-45.52
Just-in-N-out Drive thru,Bills D/ST,10,6,143.85,85,-58.85
Just-in-N-out Drive thru,Raheem Mostert,10,25,130.43,107.2,-23.23
Just-in-N-out Drive thru,David Njoku,10,14,131.43,82.9,-48.53
Just-in-N-out Drive thru,Marcus Mariota,10,9,141.19,172.32,31.13
Just-in-N-out Drive thru,Tyler Boyd,10,24,168.31,123.82,-44.49
Just-in-N-out Drive thru,Parris Campbell,10,34,99.2,108.9,9.7
Just-in-N-out Drive thru,Hayden Hurst,10,13,130.09,85.1,-44.99
Just-in-N-out Drive thru,Graham Gano,10,9,131.95,83,-48.95
Cougar Town Zach Wilson,Deebo Samuel,10,21,261.46,130,-131.46
Cougar Town Zach Wilson,Josh Allen,10,2,374.63,247.5,-127.13
Cougar Town Zach Wilson,James Conner,10,28,240.04,98.7,-141.34
Cougar Town Zach Wilson,David Montgomery,10,27,219.92,104.5,-115.42
Cougar Town Zach Wilson,Elijah Mitchell,10,84,197.42,19.8,-177.62
Cougar Town Zach Wilson,Gabe Davis,10,26,207.23,120.2,-87.03
Cougar Town Zach Wilson,Justin Tucker,10,3,144.4,97,-47.4
Cougar Town Zach Wilson,Dallas Goedert,10,5,150.33,113.4,-36.93
Cougar Town Zach Wilson,Damien Harris,10,43,174.55,75.2,-99.35
Cougar Town Zach Wilson,Dawson Knox,10,20,146.56,74,-72.56
Cougar Town Zach Wilson,Tyler Lockett,10,12,197.01,144,-53.01
Cougar Town Zach Wilson,Broncos D/ST,10,11,86.8,67,-19.8
Cougar Town Zach Wilson,Robert Woods,10,66,180.44,67.5,-112.94
Cougar Town Zach Wilson,Jakobi Meyers,10,31,173.92,111.8,-62.12
Cougar Town Zach Wilson,Antonio Gibson,10,15,181.26,139.8,-41.46
Cougar Town Zach Wilson,Dak Prescott,10,29,306.52,81.98,-224.54
Cougar Town Zach Wilson,Robbie Gould,10,20,130.48,70,-60.48
