,Team,Player,Week,Rank,Expected_Points,Actual_Points,Difference,Position
945,Eugene Tweakers,CeeDee Lamb,6,7,252.45,182.0,-70.44999999999999,WR
946,Eugene Tweakers,Tee Higgins,6,12,237.31,163.6,-73.71000000000001,WR
947,Eugene Tweakers,Cam Akers,6,67,146.71,35.2,-111.51,RB
948,Eugene Tweakers,Darren Waller,6,41,187.71,39.5,-148.21,TE
949,Eugene Tweakers,Marquise Brown,6,37,211.78,120.1,-91.68,WR
950,Eugene Tweakers,Tom Brady,6,17,306.83,171.44,-135.39,QB
951,Eugene Tweakers,Adam Thielen,6,28,192.17,129.3,-62.869999999999976,WR
952,Eugene Tweakers,Drake London,6,42,192.77,108.8,-83.97000000000001,WR
953,Eugene Tweakers,Kadarius Toney,6,125,186.18,26.5,-159.68,WR
954,Eugene Tweakers,Cowboys D/ST,6,2,106.49,112.0,5.510000000000005,D/ST
955,Eugene Tweakers,Graham Gano,6,8,131.95,94.0,-37.94999999999999,K
956,Eugene Tweakers,Kenyan Drake,6,44,13.48,79.4,65.92,RB
957,Eugene Tweakers,Chargers D/ST,6,29,105.45,34.0,-71.45,D/ST
958,Eugene Tweakers,Irv Smith Jr.,6,29,145.81,50.8,-95.01,TE
959,Diggy Wit it,Christian McCaffrey,6,4,309.94,210.66,-99.28,RB
960,Diggy Wit it,Stefon Diggs,6,1,258.25,271.2,12.949999999999989,WR
961,Diggy Wit it,Aaron Jones,6,8,242.56,191.5,-51.06,RB
962,Diggy Wit it,Mike Williams,6,43,211.44,107.0,-104.44,WR
963,Diggy Wit it,DJ Moore,6,25,234.57,134.4,-100.16999999999999,WR
964,Diggy Wit it,Courtland Sutton,6,30,210.42,127.3,-83.11999999999999,WR
965,Diggy Wit it,Allen Robinson II,6,58,201.07,84.9,-116.16999999999999,WR
966,Diggy Wit it,Chase Edmonds,6,58,174.07,52.1,-121.97,RB
967,Diggy Wit it,Daniel Carlson,6,5,139.12,104.0,-35.120000000000005,K
968,Diggy Wit it,Jameson Williams,6,0,92.61,0.0,-92.61,WR
969,Diggy Wit it,Jeff Wilson Jr.,6,23,50.21,124.6,74.38999999999999,RB
970,Diggy Wit it,Evan Engram,6,17,124.37,80.6,-43.77000000000001,TE
971,Diggy Wit it,Zay Jones,6,35,109.2,124.3,15.099999999999994,WR
972,Diggy Wit it,Jared Goff,6,19,236.35,164.98,-71.37,QB
973,Diggy Wit it,Rams D/ST,6,23,82.21,51.0,-31.209999999999994,D/ST
974,Diggy Wit it,Kirk Cousins,6,13,269.17,177.3,-91.87,QB
975,Diggy Wit it,Jason Myers,6,4,124.21,105.0,-19.209999999999994,K
976,P-Town CASH KEVIN,Jonathan Taylor,6,22,316.99,130.8,-186.19,RB
977,P-Town CASH KEVIN,Tyreek Hill,6,3,246.45,237.3,-9.149999999999977,WR
978,P-Town CASH KEVIN,Travis Kelce,6,1,227.3,238.7,11.399999999999977,TE
979,P-Town CASH KEVIN,Patrick Mahomes,6,2,352.02,280.8,-71.21999999999997,QB
980,P-Town CASH KEVIN,Terry McLaurin,6,16,221.94,151.7,-70.24000000000001,WR
981,P-Town CASH KEVIN,Kareem Hunt,6,34,182.53,98.6,-83.93,RB
982,P-Town CASH KEVIN,Hunter Renfrow,6,108,199.03,38.2,-160.82999999999998,WR
983,P-Town CASH KEVIN,DeVonta Smith,6,26,192.23,132.9,-59.329999999999984,WR
984,P-Town CASH KEVIN,Rhamondre Stevenson,6,7,182.24,197.7,15.45999999999998,RB
985,P-Town CASH KEVIN,Chase Claypool,6,51,180.36,94.34,-86.02000000000001,WR
986,P-Town CASH KEVIN,Pat Freiermuth,6,6,144.17,105.1,-39.06999999999999,TE
987,P-Town CASH KEVIN,Packers D/ST,6,20,135.55,54.0,-81.55000000000001,D/ST
988,P-Town CASH KEVIN,Brandon McManus,6,17,139.43,80.0,-59.43000000000001,K
989,P-Town CASH KEVIN,Julio Jones,6,93,130.5,51.0,-79.5,WR
990,P-Town CASH KEVIN,Russell Wilson,6,21,302.42,135.56,-166.86,QB
991,P-Town CASH KEVIN,Breece Hall,6,26,210.66,115.1,-95.56,RB
992,P-Town CASH KEVIN,Josh Reynolds,6,64,58.02,73.7,15.68,WR
993,I dont know what im doing,Leonard Fournette,7,14,258.74,154.7,-104.04000000000002,RB
994,I dont know what im doing,Davante Adams,7,4,253.59,230.8,-22.789999999999992,WR
995,I dont know what im doing,Mike Evans,7,20,223.32,139.2,-84.12,WR
996,I dont know what im doing,Brandin Cooks,7,46,215.1,102.7,-112.39999999999999,WR
997,I dont know what im doing,Devin Singletary,7,19,188.72,139.9,-48.81999999999999,RB
998,I dont know what im doing,Amari Cooper,7,8,198.97,176.2,-22.77000000000001,WR
999,I dont know what im doing,Cordarrelle Patterson,7,32,167.88,102.1,-65.78,RB
1000,I dont know what im doing,Zach Ertz,7,4,148.18,115.6,-32.58000000000001,TE
1001,I dont know what im doing,Evan McPherson,7,11,148.47,90.0,-58.47,K
1002,I dont know what im doing,J.D. McKissic,7,55,144.62,55.8,-88.82000000000001,RB
1003,I dont know what im doing,Allen Lazard,7,32,172.56,125.3,-47.260000000000005,WR
1004,I dont know what im doing,Joe Burrow,7,4,294.45,244.2,-50.25,QB
1005,I dont know what im doing,Gerald Everett,7,15,127.63,90.2,-37.42999999999999,TE
1006,I dont know what im doing,Buccaneers D/ST,7,9,124.63,77.0,-47.629999999999995,D/ST
1007,I dont know what im doing,Taysom Hill,7,12,79.54,93.6,14.059999999999988,TE
1008,I dont know what im doing,Michael Carter,7,30,150.53,103.9,-46.629999999999995,RB
1009,I dont know what im doing,Chuba Hubbard,7,76,68.75,30.2,-38.55,RB
1010,Just-in-N-out Drive thru,Justin Jefferson,7,2,287.8,244.86,-42.94,WR
1011,Just-in-N-out Drive thru,Justin Herbert,7,9,328.04,193.96,-134.08,QB
1012,Just-in-N-out Drive thru,Nick Chubb,7,5,216.04,208.1,-7.939999999999998,RB
1013,Just-in-N-out Drive thru,George Kittle,7,7,169.59,103.0,-66.59,TE
1014,Just-in-N-out Drive thru,Josh Jacobs,7,2,210.51,242.4,31.890000000000015,RB
1015,Just-in-N-out Drive thru,DK Metcalf,7,18,212.43,146.1,-66.33000000000001,WR
1016,Just-in-N-out Drive thru,Miles Sanders,7,13,184.65,159.0,-25.650000000000006,RB
1017,Just-in-N-out Drive thru,Nick Folk,7,3,141.25,106.0,-35.25,K
1018,Just-in-N-out Drive thru,Brandon Aiyuk,7,17,184.92,150.9,-34.01999999999998,WR
1019,Just-in-N-out Drive thru,Bills D/ST,7,6,143.85,99.0,-44.849999999999994,D/ST
1020,Just-in-N-out Drive thru,Raheem Mostert,7,28,130.43,107.2,-23.230000000000004,RB
1021,Just-in-N-out Drive thru,David Njoku,7,8,131.43,96.8,-34.63000000000001,TE
1022,Just-in-N-out Drive thru,Corey Davis,7,68,121.51,68.0,-53.510000000000005,WR
1023,Just-in-N-out Drive thru,Joshua Kelley,7,71,46.58,33.0,-13.579999999999998,RB
1024,Just-in-N-out Drive thru,Marcus Mariota,7,10,141.19,186.18,44.99000000000001,QB
1025,Just-in-N-out Drive thru,Bengals D/ST,7,21,101.48,52.0,-49.480000000000004,D/ST
1026,Cougar Town Zach Wilson,Deebo Samuel,7,22,261.46,137.3,-124.15999999999997,WR
1027,Cougar Town Zach Wilson,Josh Allen,7,1,374.63,294.34,-80.29000000000002,QB
1028,Cougar Town Zach Wilson,James Conner,7,24,240.04,119.7,-120.33999999999999,RB
1029,Cougar Town Zach Wilson,David Montgomery,7,25,219.92,118.8,-101.11999999999999,RB
1030,Cougar Town Zach Wilson,Elijah Mitchell,7,78,197.42,26.1,-171.32,RB
1031,Cougar Town Zach Wilson,Gabe Davis,7,21,207.23,137.5,-69.72999999999999,WR
1032,Cougar Town Zach Wilson,Justin Tucker,7,2,144.4,111.0,-33.400000000000006,K
1033,Cougar Town Zach Wilson,Dallas Goedert,7,5,150.33,113.4,-36.93000000000001,TE
1034,Cougar Town Zach Wilson,Damien Harris,7,45,174.55,76.8,-97.75000000000001,RB
1035,Cougar Town Zach Wilson,Dawson Knox,7,19,146.56,77.7,-68.86,TE
1036,Cougar Town Zach Wilson,Tyler Lockett,7,13,197.01,159.8,-37.20999999999998,WR
1037,Cougar Town Zach Wilson,Broncos D/ST,7,11,86.8,69.0,-17.799999999999997,D/ST
1038,Cougar Town Zach Wilson,Robert Woods,7,66,180.44,71.1,-109.34,WR
1039,Cougar Town Zach Wilson,Jakobi Meyers,7,31,173.92,126.2,-47.719999999999985,WR
1040,Cougar Town Zach Wilson,Antonio Gibson,7,16,181.26,148.2,-33.06,RB
1041,Cougar Town Zach Wilson,Dak Prescott,7,30,306.52,96.82,-209.7,QB
1042,Cougar Town Zach Wilson,Cade Otton,7,28,34.4,60.1,25.700000000000003,TE
1043,Couv Reigning Champ,Dalvin Cook,7,11,258.49,166.1,-92.39000000000001,RB
1044,Couv Reigning Champ,D'Andre Swift,7,31,253.66,103.8,-149.86,RB
1045,Couv Reigning Champ,Michael Pittman Jr.,7,14,236.16,157.9,-78.25999999999999,WR
1046,Couv Reigning Champ,Jaylen Waddle,7,6,218.23,188.0,-30.22999999999999,WR
1047,Couv Reigning Champ,Kyler Murray,7,8,314.0,199.86,-114.13999999999999,QB
1048,Couv Reigning Champ,Chris Godwin,7,27,198.2,131.0,-67.19999999999999,WR
1049,Couv Reigning Champ,Rashod Bateman,7,89,197.96,53.5,-144.46,WR
1050,Couv Reigning Champ,Melvin Gordon III,7,39,144.72,87.1,-57.620000000000005,RB
1051,Couv Reigning Champ,Christian Kirk,7,10,200.01,169.2,-30.810000000000002,WR
1052,Couv Reigning Champ,Nyheim Hines,7,53,144.64,57.6,-87.03999999999999,RB
1053,Couv Reigning Champ,Tyler Higbee,7,14,130.34,91.0,-39.34,TE
1054,Couv Reigning Champ,Ryan Succop,7,8,130.21,94.0,-36.21000000000001,K
1055,Couv Reigning Champ,Rachaad White,7,43,95.97,79.6,-16.370000000000005,RB
1056,Couv Reigning Champ,Rondale Moore,7,55,130.69,87.9,-42.78999999999999,WR
1057,Couv Reigning Champ,Alec Pierce,7,63,145.6,76.4,-69.19999999999999,WR
1058,Couv Reigning Champ,Dalton Schultz,7,18,176.66,80.0,-96.66,TE
1059,Couv Reigning Champ,Jets D/ST,7,4,70.84,100.0,29.159999999999997,D/ST
1060,Gorilla Guys,Derrick Henry,7,3,264.47,217.76,-46.710000000000036,RB
1061,Gorilla Guys,Joe Mixon,7,9,258.91,180.9,-78.01000000000002,RB
1062,Gorilla Guys,Keenan Allen,7,103,237.62,42.0,-195.62,WR
1063,Gorilla Guys,Kyle Pitts,7,20,197.64,75.6,-122.03999999999999,TE
1064,Gorilla Guys,Diontae Johnson,7,40,218.19,110.8,-107.39,WR
1065,Gorilla Guys,Jalen Hurts,7,3,318.51,270.1,-48.40999999999997,QB
1066,Gorilla Guys,Amon-Ra St. Brown,7,11,208.86,168.7,-40.160000000000025,WR
1067,Gorilla Guys,JuJu Smith-Schuster,7,34,197.1,124.3,-72.8,WR
1068,Gorilla Guys,Tony Pollard,7,10,177.23,171.5,-5.72999999999999,RB
1069,Gorilla Guys,DeAndre Hopkins,7,33,150.41,124.4,-26.00999999999999,WR
1070,Gorilla Guys,Jamaal Williams,7,12,123.09,164.1,41.00999999999999,RB
1071,Gorilla Guys,Darrell Henderson Jr.,7,47,195.14,73.5,-121.63999999999999,RB
1072,Gorilla Guys,Jahan Dotson,7,84,159.03,57.2,-101.83,WR
1073,Gorilla Guys,Deon Jackson,7,59,38.32,51.4,13.079999999999998,RB
1074,Gorilla Guys,Harrison Butker,7,26,145.15,61.0,-84.15,K
1075,Gorilla Guys,Ravens D/ST,7,7,119.59,88.0,-31.590000000000003,D/ST
1076,Gorilla Guys,Tua Tagovailoa,7,14,271.03,176.06,-94.96999999999997,QB
1077,My Team  A Bust,Mark Andrews,7,2,235.05,144.8,-90.25,TE
1078,My Team  A Bust,Saquon Barkley,7,6,227.77,200.5,-27.27000000000001,RB
1079,My Team  A Bust,A.J. Brown,7,9,220.85,174.1,-46.75,WR
1080,My Team  A Bust,Lamar Jackson,7,5,316.41,234.74,-81.67000000000002,QB
1081,My Team  A Bust,AJ Dillon,7,35,168.75,98.4,-70.35,RB
1082,My Team  A Bust,Michael Thomas,7,92,206.58,51.1,-155.48000000000002,WR
1083,My Team  A Bust,Kenneth Walker III,7,17,126.57,145.9,19.330000000000013,RB
1084,My Team  A Bust,Dameon Pierce,7,18,183.65,142.1,-41.55000000000001,RB
1085,My Team  A Bust,Romeo Doubs,7,61,120.19,79.5,-40.69,WR
1086,My Team  A Bust,Wan'Dale Robinson,7,90,148.01,51.6,-96.41,WR
1087,My Team  A Bust,Eno Benjamin,7,40,64.37,86.3,21.929999999999993,RB
1088,My Team  A Bust,Dolphins D/ST,7,16,105.38,66.0,-39.379999999999995,D/ST
1089,My Team  A Bust,Brett Maher,7,6,129.42,102.0,-27.419999999999987,K
1090,My Team  A Bust,D'Onta Foreman,7,37,68.17,88.8,20.629999999999995,RB
1091,My Team  A Bust,Cooper Kupp,7,5,312.91,201.4,-111.51000000000002,WR
1092,My Team  A Bust,Isiah Pacheco,7,51,66.3,62.5,-3.799999999999997,RB
1093,No Nyugen Will Win,Najee Harris,7,21,265.48,135.86,-129.62,RB
1094,No Nyugen Will Win,Ja'Marr Chase,7,19,276.17,141.7,-134.47000000000003,WR
1095,No Nyugen Will Win,Ezekiel Elliott,7,27,214.2,111.7,-102.49999999999999,RB
1096,No Nyugen Will Win,J.K. Dobbins,7,69,214.3,34.2,-180.10000000000002,RB
1097,No Nyugen Will Win,Travis Etienne Jr.,7,20,205.01,139.0,-66.00999999999999,RB
1098,No Nyugen Will Win,T.J. Hockenson,7,3,168.03,136.7,-31.330000000000013,TE
1099,No Nyugen Will Win,Garrett Wilson,7,23,175.31,136.2,-39.110000000000014,WR
1100,No Nyugen Will Win,Chris Olave,7,15,174.45,156.2,-18.25,WR
1101,No Nyugen Will Win,49ers D/ST,7,4,112.33,100.0,-12.329999999999998,D/ST
1102,No Nyugen Will Win,James Robinson,7,38,151.13,87.6,-63.53,RB
1103,No Nyugen Will Win,Curtis Samuel,7,24,133.02,135.8,2.780000000000001,WR
1104,No Nyugen Will Win,Younghoe Koo,7,7,125.78,97.0,-28.78,K
1105,No Nyugen Will Win,Brian Robinson Jr.,7,48,102.87,73.4,-29.47,RB
1106,No Nyugen Will Win,George Pickens,7,41,147.03,109.4,-37.629999999999995,WR
1107,No Nyugen Will Win,Geno Smith,7,7,148.82,202.08,53.26000000000002,QB
1108,No Nyugen Will Win,Latavius Murray,7,42,0.0,79.8,79.8,RB
1109,Eugene Tweakers,Alvin Kamara,7,15,254.82,153.6,-101.22,RB
1110,Eugene Tweakers,CeeDee Lamb,7,7,252.45,182.0,-70.44999999999999,WR
1111,Eugene Tweakers,Tee Higgins,7,12,237.31,163.6,-73.71000000000001,WR
1112,Eugene Tweakers,Cam Akers,7,67,146.71,35.2,-111.51,RB
1113,Eugene Tweakers,Darren Waller,7,41,187.71,39.5,-148.21,TE
1114,Eugene Tweakers,Marquise Brown,7,37,211.78,120.1,-91.68,WR
1115,Eugene Tweakers,Tom Brady,7,17,306.83,171.44,-135.39,QB
1116,Eugene Tweakers,Adam Thielen,7,28,192.17,129.3,-62.869999999999976,WR
1117,Eugene Tweakers,Drake London,7,42,192.77,108.8,-83.97000000000001,WR
1118,Eugene Tweakers,Kadarius Toney,7,125,186.18,26.5,-159.68,WR
1119,Eugene Tweakers,Cowboys D/ST,7,2,106.49,112.0,5.510000000000005,D/ST
1120,Eugene Tweakers,Graham Gano,7,8,131.95,94.0,-37.94999999999999,K
1121,Eugene Tweakers,Kenyan Drake,7,44,13.48,79.4,65.92,RB
1122,Eugene Tweakers,Chargers D/ST,7,29,105.45,34.0,-71.45,D/ST
1123,Eugene Tweakers,Austin Ekeler,7,1,284.73,255.1,-29.630000000000024,RB
1124,Eugene Tweakers,Noah Fant,7,23,139.83,73.0,-66.83000000000001,TE
1125,Diggy Wit it,Christian McCaffrey,7,4,309.94,210.66,-99.28,RB
1126,Diggy Wit it,Stefon Diggs,7,1,258.25,271.2,12.949999999999989,WR
1127,Diggy Wit it,Aaron Jones,7,8,242.56,191.5,-51.06,RB
1128,Diggy Wit it,Mike Williams,7,43,211.44,107.0,-104.44,WR
1129,Diggy Wit it,DJ Moore,7,25,234.57,134.4,-100.16999999999999,WR
1130,Diggy Wit it,Courtland Sutton,7,30,210.42,127.3,-83.11999999999999,WR
1131,Diggy Wit it,Allen Robinson II,7,58,201.07,84.9,-116.16999999999999,WR
1132,Diggy Wit it,Chase Edmonds,7,58,174.07,52.1,-121.97,RB
1133,Diggy Wit it,Daniel Carlson,7,5,139.12,104.0,-35.120000000000005,K
1134,Diggy Wit it,Jameson Williams,7,0,92.61,0.0,-92.61,WR
1135,Diggy Wit it,Jeff Wilson Jr.,7,23,50.21,124.6,74.38999999999999,RB
1136,Diggy Wit it,Evan Engram,7,17,124.37,80.6,-43.77000000000001,TE
1137,Diggy Wit it,Zay Jones,7,35,109.2,124.3,15.099999999999994,WR
1138,Diggy Wit it,Jared Goff,7,19,236.35,164.98,-71.37,QB
1139,Diggy Wit it,Patriots D/ST,7,1,90.39,115.0,24.61,D/ST
1140,Diggy Wit it,Robert Tonyan,7,16,122.08,86.2,-35.879999999999995,TE
1141,Diggy Wit it,Derek Carr,7,15,260.61,174.9,-85.71000000000001,QB
1142,P-Town CASH KEVIN,Jonathan Taylor,7,22,316.99,130.8,-186.19,RB
1143,P-Town CASH KEVIN,Tyreek Hill,7,3,246.45,237.3,-9.149999999999977,WR
1144,P-Town CASH KEVIN,Travis Kelce,7,1,227.3,238.7,11.399999999999977,TE
1145,P-Town CASH KEVIN,Patrick Mahomes,7,2,352.02,280.8,-71.21999999999997,QB
1146,P-Town CASH KEVIN,Terry McLaurin,7,16,221.94,151.7,-70.24000000000001,WR
1147,P-Town CASH KEVIN,Kareem Hunt,7,34,182.53,98.6,-83.93,RB
1148,P-Town CASH KEVIN,Hunter Renfrow,7,108,199.03,38.2,-160.82999999999998,WR
1149,P-Town CASH KEVIN,DeVonta Smith,7,26,192.23,132.9,-59.329999999999984,WR
1150,P-Town CASH KEVIN,Rhamondre Stevenson,7,7,182.24,197.7,15.45999999999998,RB
1151,P-Town CASH KEVIN,Chase Claypool,7,51,180.36,94.34,-86.02000000000001,WR
1152,P-Town CASH KEVIN,Pat Freiermuth,7,6,144.17,105.1,-39.06999999999999,TE
1153,P-Town CASH KEVIN,Packers D/ST,7,20,135.55,54.0,-81.55000000000001,D/ST
1154,P-Town CASH KEVIN,Brandon McManus,7,17,139.43,80.0,-59.43000000000001,K
1155,P-Town CASH KEVIN,Russell Wilson,7,21,302.42,135.56,-166.86,QB
1156,P-Town CASH KEVIN,Breece Hall,7,26,210.66,115.1,-95.56,RB
1157,P-Town CASH KEVIN,Josh Reynolds,7,64,58.02,73.7,15.68,WR
1158,I dont know what im doing,Leonard Fournette,8,14,258.74,154.7,-104.04000000000002,RB
1159,I dont know what im doing,Davante Adams,8,4,253.59,230.8,-22.789999999999992,WR
1160,I dont know what im doing,Mike Evans,8,20,223.32,139.2,-84.12,WR
1161,I dont know what im doing,Brandin Cooks,8,46,215.1,102.7,-112.39999999999999,WR
1162,I dont know what im doing,Devin Singletary,8,19,188.72,139.9,-48.81999999999999,RB
1163,I dont know what im doing,Amari Cooper,8,8,198.97,176.2,-22.77000000000001,WR
1164,I dont know what im doing,Cordarrelle Patterson,8,32,167.88,102.1,-65.78,RB
1165,I dont know what im doing,Zach Ertz,8,4,148.18,115.6,-32.58000000000001,TE
1166,I dont know what im doing,Evan McPherson,8,11,148.47,90.0,-58.47,K
1167,I dont know what im doing,Allen Lazard,8,32,172.56,125.3,-47.260000000000005,WR
1168,I dont know what im doing,Joe Burrow,8,4,294.45,244.2,-50.25,QB
1169,I dont know what im doing,Gerald Everett,8,15,127.63,90.2,-37.42999999999999,TE
1170,I dont know what im doing,Taysom Hill,8,12,79.54,93.6,14.059999999999988,TE
1171,I dont know what im doing,Michael Carter,8,30,150.53,103.9,-46.629999999999995,RB
1172,I dont know what im doing,Chuba Hubbard,8,76,68.75,30.2,-38.55,RB
1173,I dont know what im doing,Tyler Allgeier,8,41,83.39,85.9,2.510000000000005,RB
1174,I dont know what im doing,Commanders D/ST,8,8,109.17,87.0,-22.17,D/ST
1175,Just-in-N-out Drive thru,Justin Jefferson,8,2,287.8,244.86,-42.94,WR
1176,Just-in-N-out Drive thru,Justin Herbert,8,9,328.04,193.96,-134.08,QB
1177,Just-in-N-out Drive thru,Nick Chubb,8,5,216.04,208.1,-7.939999999999998,RB
1178,Just-in-N-out Drive thru,George Kittle,8,7,169.59,103.0,-66.59,TE
1179,Just-in-N-out Drive thru,Josh Jacobs,8,2,210.51,242.4,31.890000000000015,RB
1180,Just-in-N-out Drive thru,DK Metcalf,8,18,212.43,146.1,-66.33000000000001,WR
1181,Just-in-N-out Drive thru,Miles Sanders,8,13,184.65,159.0,-25.650000000000006,RB
1182,Just-in-N-out Drive thru,Nick Folk,8,3,141.25,106.0,-35.25,K
1183,Just-in-N-out Drive thru,Brandon Aiyuk,8,17,184.92,150.9,-34.01999999999998,WR
1184,Just-in-N-out Drive thru,Bills D/ST,8,6,143.85,99.0,-44.849999999999994,D/ST
1185,Just-in-N-out Drive thru,Raheem Mostert,8,28,130.43,107.2,-23.230000000000004,RB
1186,Just-in-N-out Drive thru,David Njoku,8,8,131.43,96.8,-34.63000000000001,TE
1187,Just-in-N-out Drive thru,Marcus Mariota,8,10,141.19,186.18,44.99000000000001,QB
1188,Just-in-N-out Drive thru,Tyler Boyd,8,29,168.31,127.42,-40.89,WR
1189,Just-in-N-out Drive thru,Parris Campbell,8,38,99.2,112.3,13.099999999999994,WR
1190,Just-in-N-out Drive thru,Hayden Hurst,8,8,130.09,96.8,-33.290000000000006,TE
1191,Cougar Town Zach Wilson,Deebo Samuel,8,22,261.46,137.3,-124.15999999999997,WR
1192,Cougar Town Zach Wilson,Josh Allen,8,1,374.63,294.34,-80.29000000000002,QB
1193,Cougar Town Zach Wilson,James Conner,8,24,240.04,119.7,-120.33999999999999,RB
1194,Cougar Town Zach Wilson,David Montgomery,8,25,219.92,118.8,-101.11999999999999,RB
1195,Cougar Town Zach Wilson,Elijah Mitchell,8,78,197.42,26.1,-171.32,RB
1196,Cougar Town Zach Wilson,Gabe Davis,8,21,207.23,137.5,-69.72999999999999,WR
1197,Cougar Town Zach Wilson,Justin Tucker,8,2,144.4,111.0,-33.400000000000006,K
1198,Cougar Town Zach Wilson,Dallas Goedert,8,5,150.33,113.4,-36.93000000000001,TE
1199,Cougar Town Zach Wilson,Damien Harris,8,45,174.55,76.8,-97.75000000000001,RB
1200,Cougar Town Zach Wilson,Dawson Knox,8,19,146.56,77.7,-68.86,TE
1201,Cougar Town Zach Wilson,Tyler Lockett,8,13,197.01,159.8,-37.20999999999998,WR
1202,Cougar Town Zach Wilson,Broncos D/ST,8,11,86.8,69.0,-17.799999999999997,D/ST
1203,Cougar Town Zach Wilson,Robert Woods,8,66,180.44,71.1,-109.34,WR
1204,Cougar Town Zach Wilson,Jakobi Meyers,8,31,173.92,126.2,-47.719999999999985,WR
1205,Cougar Town Zach Wilson,Antonio Gibson,8,16,181.26,148.2,-33.06,RB
1206,Cougar Town Zach Wilson,Dak Prescott,8,30,306.52,96.82,-209.7,QB
1207,Cougar Town Zach Wilson,Cade Otton,8,28,34.4,60.1,25.700000000000003,TE
1208,Couv Reigning Champ,Dalvin Cook,8,11,258.49,166.1,-92.39000000000001,RB
1209,Couv Reigning Champ,D'Andre Swift,8,31,253.66,103.8,-149.86,RB
1210,Couv Reigning Champ,Michael Pittman Jr.,8,14,236.16,157.9,-78.25999999999999,WR
1211,Couv Reigning Champ,Jaylen Waddle,8,6,218.23,188.0,-30.22999999999999,WR
1212,Couv Reigning Champ,Kyler Murray,8,8,314.0,199.86,-114.13999999999999,QB
1213,Couv Reigning Champ,Chris Godwin,8,27,198.2,131.0,-67.19999999999999,WR
1214,Couv Reigning Champ,Rashod Bateman,8,89,197.96,53.5,-144.46,WR
1215,Couv Reigning Champ,Melvin Gordon III,8,39,144.72,87.1,-57.620000000000005,RB
1216,Couv Reigning Champ,Christian Kirk,8,10,200.01,169.2,-30.810000000000002,WR
1217,Couv Reigning Champ,Tyler Higbee,8,14,130.34,91.0,-39.34,TE
1218,Couv Reigning Champ,Ryan Succop,8,8,130.21,94.0,-36.21000000000001,K
1219,Couv Reigning Champ,Rachaad White,8,43,95.97,79.6,-16.370000000000005,RB
1220,Couv Reigning Champ,Rondale Moore,8,55,130.69,87.9,-42.78999999999999,WR
1221,Couv Reigning Champ,Jets D/ST,8,4,70.84,100.0,29.159999999999997,D/ST
1222,Couv Reigning Champ,Gus Edwards,8,68,84.01,34.3,-49.71000000000001,RB
1223,Couv Reigning Champ,Joshua Palmer,8,36,150.93,123.6,-27.330000000000013,WR
1224,Couv Reigning Champ,Ronnie Rivers,8,104,0.0,10.0,10.0,RB
1225,Gorilla Guys,Derrick Henry,8,3,264.47,217.76,-46.710000000000036,RB
1226,Gorilla Guys,Joe Mixon,8,9,258.91,180.9,-78.01000000000002,RB
1227,Gorilla Guys,Keenan Allen,8,103,237.62,42.0,-195.62,WR
1228,Gorilla Guys,Kyle Pitts,8,20,197.64,75.6,-122.03999999999999,TE
1229,Gorilla Guys,Diontae Johnson,8,40,218.19,110.8,-107.39,WR
1230,Gorilla Guys,Jalen Hurts,8,3,318.51,270.1,-48.40999999999997,QB
1231,Gorilla Guys,Amon-Ra St. Brown,8,11,208.86,168.7,-40.160000000000025,WR
1232,Gorilla Guys,JuJu Smith-Schuster,8,34,197.1,124.3,-72.8,WR
1233,Gorilla Guys,Tony Pollard,8,10,177.23,171.5,-5.72999999999999,RB
1234,Gorilla Guys,DeAndre Hopkins,8,33,150.41,124.4,-26.00999999999999,WR
1235,Gorilla Guys,Jamaal Williams,8,12,123.09,164.1,41.00999999999999,RB
1236,Gorilla Guys,Darrell Henderson Jr.,8,47,195.14,73.5,-121.63999999999999,RB
1237,Gorilla Guys,Jahan Dotson,8,84,159.03,57.2,-101.83,WR
1238,Gorilla Guys,Ravens D/ST,8,7,119.59,88.0,-31.590000000000003,D/ST
1239,Gorilla Guys,Tua Tagovailoa,8,14,271.03,176.06,-94.96999999999997,QB
1240,Gorilla Guys,Brett Maher,8,6,129.42,102.0,-27.419999999999987,K
1241,Gorilla Guys,Odell Beckham Jr.,8,0,0.0,0.0,0.0,WR
1242,My Team  A Bust,Mark Andrews,8,2,235.05,144.8,-90.25,TE
1243,My Team  A Bust,Saquon Barkley,8,6,227.77,200.5,-27.27000000000001,RB
1244,My Team  A Bust,A.J. Brown,8,9,220.85,174.1,-46.75,WR
1245,My Team  A Bust,Lamar Jackson,8,5,316.41,234.74,-81.67000000000002,QB
1246,My Team  A Bust,AJ Dillon,8,35,168.75,98.4,-70.35,RB
1247,My Team  A Bust,Michael Thomas,8,92,206.58,51.1,-155.48000000000002,WR
1248,My Team  A Bust,Kenneth Walker III,8,17,126.57,145.9,19.330000000000013,RB
1249,My Team  A Bust,Dameon Pierce,8,18,183.65,142.1,-41.55000000000001,RB
1250,My Team  A Bust,Wan'Dale Robinson,8,90,148.01,51.6,-96.41,WR
1251,My Team  A Bust,Eno Benjamin,8,40,64.37,86.3,21.929999999999993,RB
1252,My Team  A Bust,D'Onta Foreman,8,37,68.17,88.8,20.629999999999995,RB
1253,My Team  A Bust,Cooper Kupp,8,5,312.91,201.4,-111.51000000000002,WR
1254,My Team  A Bust,Isiah Pacheco,8,51,66.3,62.5,-3.799999999999997,RB
