Team,Player,Week,Rank,Projected_Points,Actual_Points,Position,Total_Expected,Total_Actual,Point-Residuals
Corduroy Patterson,49ers D/ST,10,10,4.47,8,D/ST,112.33,137,3.53
Corduroy Patterson,49ers D/ST,11,25,6.4,10,D/ST,112.33,137,3.6
Corduroy Patterson,49ers D/ST,12,27,6.43,12,D/ST,112.33,137,5.57
Corduroy Patterson,Kirk Cousins,1,11,15.66,19.08,QB,269.17,246.52,3.42
Corduroy Patterson,Kirk Cousins,2,2,16.66,8.84,QB,269.17,246.52,-7.82
Corduroy Patterson,Kirk Cousins,3,32,18.39,18.3,QB,269.17,246.52,-0.09
Corduroy Patterson,Kirk Cousins,4,17,15.58,12.92,QB,269.17,246.52,-2.66
Corduroy Patterson,Kirk Cousins,5,24,15.98,22.24,QB,269.17,246.52,6.26
Corduroy Patterson,Kirk Cousins,6,31,16.48,16.5,QB,269.17,246.52,0.02
Corduroy Patterson,Kirk Cousins,7,0,0,0,QB,269.17,246.52,0
Corduroy Patterson,Kirk Cousins,8,25,16.04,23.48,QB,269.17,246.52,7.44
Corduroy Patterson,Kirk Cousins,9,16,16.44,16.4,QB,269.17,246.52,-0.04
Corduroy Patterson,Kirk Cousins,10,4,15.81,15.48,QB,269.17,246.52,-0.33
Corduroy Patterson,Kirk Cousins,11,6,16.83,2.2,QB,269.17,246.52,-14.63
Corduroy Patterson,Kirk Cousins,12,12,14.13,21.86,QB,269.17,246.52,7.73
Corduroy Patterson,Evan Engram,1,1,8.23,6.8,TE,124.37,148,-1.43
Trash Trash,Evan Engram,3,9,8.1,2.6,TE,124.37,148,-5.5
Devon Allen’s Hurdle crew,Evan Engram,4,23,6.65,12.9,TE,124.37,148,6.25
Devon Allen’s Hurdle crew,Evan Engram,5,21,7.92,10.7,TE,124.37,148,2.78
Country Road Take Mahomes ,Evan Engram,7,24,9.71,1.8,TE,124.37,148,-7.91
Country Road Take Mahomes ,Evan Engram,8,16,8.77,4.4,TE,124.37,148,-4.37
Country Road Take Mahomes ,Evan Engram,9,0,0,0,TE,124.37,148,0
Country Road Take Mahomes ,Evan Engram,10,13,7.25,1.4,TE,124.37,148,-5.85
Country Road Take Mahomes ,Evan Engram,11,27,6.73,14,TE,124.37,148,7.27
Country Road Take Mahomes ,Evan Engram,12,28,7.46,39.2,TE,124.37,148,31.74
Corduroy Patterson,Greg Joseph,1,13,7.98,13,K,134.77,97,5.02
Corduroy Patterson,Greg Joseph,2,2,7.93,1,K,134.77,97,-6.93
Corduroy Patterson,Greg Joseph,3,7,8.44,2,K,134.77,97,-6.44
Corduroy Patterson,Greg Joseph,4,28,7.52,18,K,134.77,97,10.48
Corduroy Patterson,Greg Joseph,5,5,8.41,1,K,134.77,97,-7.41
Corduroy Patterson,Greg Joseph,6,9,7.66,4,K,134.77,97,-3.66
Corduroy Patterson,Damien Williams,1,0,8.61,0.2,RB,104.35,0.2,-8.41
Hot Chubb Time  Machine 2,Damien Williams,5,0,0,0,RB,104.35,0.2,0
Hot Chubb Time  Machine 2,Damien Williams,6,0,0,0,RB,104.35,0.2,0
Hot Chubb Time  Machine 2,Damien Williams,7,0,0,0,RB,104.35,0.2,0
Hot Chubb Time  Machine 2,Damien Williams,8,0,0,0,RB,104.35,0.2,0
Hot Chubb Time  Machine 2,Damien Williams,9,0,8.61,0.2,RB,104.35,0.2,-8.41
Hot Chubb Time  Machine 2,Damien Williams,10,0,0,0,RB,104.35,0.2,0
Hot Chubb Time  Machine 2,Damien Williams,11,0,0,0,RB,104.35,0.2,0
Country Road Take Mahomes ,D'Andre Swift,1,16,16.04,26.5,RB,253.66,144.3,10.46
Country Road Take Mahomes ,D'Andre Swift,2,5,15.63,16.7,RB,253.66,144.3,1.07
Country Road Take Mahomes ,D'Andre Swift,3,21,16.5,7.6,RB,253.66,144.3,-8.9
Country Road Take Mahomes ,D'Andre Swift,4,31,0,0,RB,253.66,144.3,0
Country Road Take Mahomes ,D'Andre Swift,5,2,0,0,RB,253.66,144.3,0
Country Road Take Mahomes ,D'Andre Swift,6,0,0,0,RB,253.66,144.3,0
Country Road Take Mahomes ,D'Andre Swift,7,3,0,0,RB,253.66,144.3,0
Country Road Take Mahomes ,D'Andre Swift,8,23,13.08,14.3,RB,253.66,144.3,1.22
Country Road Take Mahomes ,D'Andre Swift,9,22,13.05,8,RB,253.66,144.3,-5.05
Country Road Take Mahomes ,D'Andre Swift,10,25,13.12,8.2,RB,253.66,144.3,-4.92
Country Road Take Mahomes ,D'Andre Swift,11,17,11.77,12.2,RB,253.66,144.3,0.43
Country Road Take Mahomes ,D'Andre Swift,12,12,11.34,10.3,RB,253.66,144.3,-1.04
Country Road Take Mahomes ,Stefon Diggs,1,21,16.67,26.2,WR,258.25,288.6,9.53
Country Road Take Mahomes ,Stefon Diggs,2,32,17.25,44.8,WR,258.25,288.6,27.55
Country Road Take Mahomes ,Stefon Diggs,3,18,18.9,14.4,WR,258.25,288.6,-4.5
Country Road Take Mahomes ,Stefon Diggs,4,26,20.73,10.2,WR,258.25,288.6,-10.53
Country Road Take Mahomes ,Stefon Diggs,5,28,18.64,24.2,WR,258.25,288.6,5.56
Country Road Take Mahomes ,Stefon Diggs,6,29,20.93,30.8,WR,258.25,288.6,9.87
Country Road Take Mahomes ,Stefon Diggs,7,0,0,0,WR,258.25,288.6,0
Country Road Take Mahomes ,Stefon Diggs,8,5,18.62,22.8,WR,258.25,288.6,4.18
Country Road Take Mahomes ,Stefon Diggs,9,2,20.14,14.3,WR,258.25,288.6,-5.84
Country Road Take Mahomes ,Stefon Diggs,10,31,20.1,24.8,WR,258.25,288.6,4.7
Country Road Take Mahomes ,Stefon Diggs,11,11,20.48,14.8,WR,258.25,288.6,-5.68
Country Road Take Mahomes ,Stefon Diggs,12,30,21.2,21.7,WR,258.25,288.6,0.5
Country Road Take Mahomes ,Patrick Mahomes,1,25,22.66,34.9,QB,352.02,353.14,12.24
Country Road Take Mahomes ,Patrick Mahomes,2,19,22.26,17.3,QB,352.02,353.14,-4.96
Country Road Take Mahomes ,Patrick Mahomes,3,22,22.44,17.08,QB,352.02,353.14,-5.36
Country Road Take Mahomes ,Patrick Mahomes,4,20,20.6,23.36,QB,352.02,353.14,2.76
Country Road Take Mahomes ,Patrick Mahomes,5,28,23.33,30.48,QB,352.02,353.14,7.15
Country Road Take Mahomes ,Patrick Mahomes,6,4,21.1,19.62,QB,352.02,353.14,-1.48
Country Road Take Mahomes ,Patrick Mahomes,7,3,20.44,26.92,QB,352.02,353.14,6.48
Country Road Take Mahomes ,Patrick Mahomes,8,0,0,0,QB,352.02,353.14,0
Country Road Take Mahomes ,Patrick Mahomes,9,30,22.24,34.14,QB,352.02,353.14,11.9
Country Road Take Mahomes ,Patrick Mahomes,10,27,23.69,31.14,QB,352.02,353.14,7.45
Country Road Take Mahomes ,Patrick Mahomes,11,19,24.41,27.46,QB,352.02,353.14,3.05
Country Road Take Mahomes ,Patrick Mahomes,12,9,23.12,18.4,QB,352.02,353.14,-4.72
Country Road Take Mahomes ,DK Metcalf,1,1,13.1,8.6,WR,212.43,203.4,-4.5
Country Road Take Mahomes ,DK Metcalf,2,20,12.97,7.5,WR,212.43,203.4,-5.47
Country Road Take Mahomes ,DK Metcalf,3,27,12.81,17.4,WR,212.43,203.4,4.59
Country Road Take Mahomes ,DK Metcalf,4,30,12.88,21.9,WR,212.43,203.4,9.02
Country Road Take Mahomes ,DK Metcalf,5,13,15.49,17.8,WR,212.43,203.4,2.31
Country Road Take Mahomes ,DK Metcalf,6,14,16.52,5.4,WR,212.43,203.4,-11.12
Country Road Take Mahomes ,DK Metcalf,7,8,15.8,2.2,WR,212.43,203.4,-13.6
Country Road Take Mahomes ,DK Metcalf,8,12,12.48,17.5,WR,212.43,203.4,5.02
Country Road Take Mahomes ,DK Metcalf,9,14,15.05,14.7,WR,212.43,203.4,-0.35
Country Road Take Mahomes ,DK Metcalf,10,19,14.72,13.1,WR,212.43,203.4,-1.62
Country Road Take Mahomes ,DK Metcalf,11,0,0,0,WR,212.43,203.4,0
Country Road Take Mahomes ,DK Metcalf,12,17,16.05,20,WR,212.43,203.4,3.95
Country Road Take Mahomes ,Kareem Hunt,1,19,12,23,RB,182.53,114.9,11
Country Road Take Mahomes ,Kareem Hunt,2,9,11.51,9.4,RB,182.53,114.9,-2.11
Country Road Take Mahomes ,Kareem Hunt,3,11,11.03,9.1,RB,182.53,114.9,-1.93
Country Road Take Mahomes ,Kareem Hunt,4,18,12.1,8.8,RB,182.53,114.9,-3.3
Country Road Take Mahomes ,Kareem Hunt,5,27,11.78,14.7,RB,182.53,114.9,2.92
Country Road Take Mahomes ,Kareem Hunt,6,2,11.02,1.2,RB,182.53,114.9,-9.82
Country Road Take Mahomes ,Kareem Hunt,7,7,10.2,7.8,RB,182.53,114.9,-2.4
Country Road Take Mahomes ,Kareem Hunt,8,10,8.79,11.2,RB,182.53,114.9,2.41
Country Road Take Mahomes ,Kareem Hunt,9,0,0,0,RB,182.53,114.9,0
Country Road Take Mahomes ,Kareem Hunt,10,23,10.25,2.9,RB,182.53,114.9,-7.35
Country Road Take Mahomes ,Kareem Hunt,11,12,9.59,7.4,RB,182.53,114.9,-2.19
Country Road Take Mahomes ,Kareem Hunt,12,4,8.95,3.1,RB,182.53,114.9,-5.85
Country Road Take Mahomes ,Darren Waller,1,15,11.93,11.9,TE,187.71,53.3,-0.03
Country Road Take Mahomes ,Darren Waller,2,32,11.51,17,TE,187.71,53.3,5.49
Country Road Take Mahomes ,Darren Waller,3,28,13.62,5.2,TE,187.71,53.3,-8.42
Country Road Take Mahomes ,Darren Waller,4,20,11.78,5.4,TE,187.71,53.3,-6.38
Country Road Take Mahomes ,Darren Waller,5,16,11.43,0,TE,187.71,53.3,-11.43
Country Road Take Mahomes ,Darren Waller,6,0,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Darren Waller,7,23,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Darren Waller,8,2,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Darren Waller,9,25,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Darren Waller,10,14,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Darren Waller,11,20,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Darren Waller,12,31,0,0,TE,187.71,53.3,0
Country Road Take Mahomes ,Antonio Gibson,1,24,15.51,20,RB,181.26,160.8,4.49
Country Road Take Mahomes ,Antonio Gibson,2,6,16.19,12.1,RB,181.26,160.8,-4.09
Country Road Take Mahomes ,Antonio Gibson,3,16,14.65,11,RB,181.26,160.8,-3.65
Country Road Take Mahomes ,Antonio Gibson,4,3,13.54,9.3,RB,181.26,160.8,-4.24
Country Road Take Mahomes ,Antonio Gibson,5,8,11.18,6.9,RB,181.26,160.8,-4.28
Country Road Take Mahomes ,Antonio Gibson,6,25,7.86,8.3,RB,181.26,160.8,0.44
Country Road Take Mahomes ,Antonio Gibson,7,22,7.55,16.7,RB,181.26,160.8,9.15
Country Road Take Mahomes ,Antonio Gibson,8,28,8.62,20.7,RB,181.26,160.8,12.08
Country Road Take Mahomes ,Antonio Gibson,9,21,11.57,6.7,RB,181.26,160.8,-4.87
Country Road Take Mahomes ,Antonio Gibson,10,16,11.88,14.8,RB,181.26,160.8,2.92
Country Road Take Mahomes ,Antonio Gibson,11,32,12.21,13.3,RB,181.26,160.8,1.09
Country Road Take Mahomes ,Antonio Gibson,12,18,13.29,8.4,RB,181.26,160.8,-4.89
Country Road Take Mahomes ,DeVonta Smith,1,30,12.15,0,WR,192.23,189.1,-12.15
Country Road Take Mahomes ,DeVonta Smith,2,31,10.96,15,WR,192.23,189.1,4.04
Country Road Take Mahomes ,DeVonta Smith,3,15,11.44,30.9,WR,192.23,189.1,19.46
Country Road Take Mahomes ,DeVonta Smith,4,23,13.81,4.7,WR,192.23,189.1,-9.11
Country Road Take Mahomes ,DeVonta Smith,5,14,12.76,18.7,WR,192.23,189.1,5.94
Country Road Take Mahomes ,DeVonta Smith,6,24,12.66,15.4,WR,192.23,189.1,2.74
Country Road Take Mahomes ,DeVonta Smith,7,0,0,0,WR,192.23,189.1,0
Country Road Take Mahomes ,DeVonta Smith,8,28,12.63,7.3,WR,192.23,189.1,-5.33
Country Road Take Mahomes ,DeVonta Smith,9,4,12.96,4.2,WR,192.23,189.1,-8.76
Country Road Take Mahomes ,DeVonta Smith,10,15,12.03,13.9,WR,192.23,189.1,1.87
Country Road Take Mahomes ,DeVonta Smith,11,7,12.26,13.8,WR,192.23,189.1,1.54
Country Road Take Mahomes ,DeVonta Smith,12,5,12.47,9,WR,192.23,189.1,-3.47
Country Road Take Mahomes ,Saints D/ST,1,18,8.53,3,D/ST,127.9,68,-5.53
Dessert Desperadoes,Saints D/ST,6,11,3.75,4,D/ST,127.9,68,0.25
Devon Allen’s Hurdle crew,Saints D/ST,9,18,6.89,6,D/ST,127.9,68,-0.89
RightInThe McManus,Saints D/ST,10,18,8.53,3,D/ST,127.9,68,-5.53
RightInThe McManus,Saints D/ST,11,8,5.6,4,D/ST,127.9,68,-1.6
RightInThe McManus,Saints D/ST,12,11,4.73,3,D/ST,127.9,68,-1.73
Country Road Take Mahomes ,Evan McPherson,1,26,8.96,7,K,148.47,114,-1.96
Country Road Take Mahomes ,Evan McPherson,2,28,8.43,13,K,148.47,114,4.57
Country Road Take Mahomes ,Evan McPherson,3,13,8.19,9,K,148.47,114,0.81
Country Road Take Mahomes ,Evan McPherson,4,9,8.08,11,K,148.47,114,2.92
Country Road Take Mahomes ,Evan McPherson,5,8,7.9,6,K,148.47,114,-1.9
Country Road Take Mahomes ,Evan McPherson,6,28,7.12,8,K,148.47,114,0.88
Country Road Take Mahomes ,Evan McPherson,7,20,8.02,5,K,148.47,114,-3.02
Country Road Take Mahomes ,Evan McPherson,8,20,7.55,0,K,148.47,114,-7.55
Country Road Take Mahomes ,Evan McPherson,9,9,7.97,5,K,148.47,114,-2.97
Country Road Take Mahomes ,Evan McPherson,11,6,7.64,9,K,148.47,114,1.36
Country Road Take Mahomes ,Evan McPherson,12,16,8.02,10,K,148.47,114,1.98
Country Road Take Mahomes ,Jahan Dotson,1,23,9.41,18,WR,159.03,94.1,8.59
Country Road Take Mahomes ,Jahan Dotson,2,30,8.82,17.9,WR,159.03,94.1,9.08
Country Road Take Mahomes ,Jahan Dotson,3,6,9.72,3,WR,159.03,94.1,-6.72
Country Road Take Mahomes ,Jahan Dotson,4,24,9.38,13.3,WR,159.03,94.1,3.92
Country Road Take Mahomes ,Jahan Dotson,5,32,0,0,WR,159.03,94.1,0
Country Road Take Mahomes ,Jahan Dotson,6,16,0,0,WR,159.03,94.1,0
Country Road Take Mahomes ,Jahan Dotson,7,5,0,0,WR,159.03,94.1,0
Country Road Take Mahomes ,Brian Robinson Jr.,1,24,0,0,RB,102.87,98.2,0
Country Road Take Mahomes ,Brian Robinson Jr.,2,6,0,0,RB,102.87,98.2,0
Country Road Take Mahomes ,Brian Robinson Jr.,3,16,0,0,RB,102.87,98.2,0
Country Road Take Mahomes ,Brian Robinson Jr.,4,3,0,0,RB,102.87,98.2,0
Country Road Take Mahomes ,Brian Robinson Jr.,5,8,5.16,2.2,RB,102.87,98.2,-2.96
Country Road Take Mahomes ,Brian Robinson Jr.,6,25,7.31,12,RB,102.87,98.2,4.69
Country Road Take Mahomes ,Brian Robinson Jr.,7,22,9.57,10.6,RB,102.87,98.2,1.03
Country Road Take Mahomes ,Brian Robinson Jr.,8,28,9.15,2,RB,102.87,98.2,-7.15
Country Road Take Mahomes ,Brian Robinson Jr.,9,21,9.15,5.8,RB,102.87,98.2,-3.35
Country Road Take Mahomes ,Brian Robinson Jr.,10,16,9.97,14.6,RB,102.87,98.2,4.63
Country Road Take Mahomes ,Brian Robinson Jr.,11,32,11.43,5.7,RB,102.87,98.2,-5.73
Country Road Take Mahomes ,Brian Robinson Jr.,12,18,8.42,20.5,RB,102.87,98.2,12.08
Country Road Take Mahomes ,Mac Jones,1,31,14.58,8.52,QB,238.09,120.1,-6.06
Country Road Take Mahomes ,Mac Jones,2,21,14.08,12.68,QB,238.09,120.1,-1.4
Country Road Take Mahomes ,Mac Jones,3,15,15.53,15.94,QB,238.09,120.1,0.41
Country Road Take Mahomes ,Mac Jones,4,11,0,0,QB,238.09,120.1,0
Country Road Take Mahomes ,Mac Jones,5,32,0,0,QB,238.09,120.1,0
Country Road Take Mahomes ,Robbie Anderson,1,29,9.43,21.2,WR,157.03,49.9,11.77
Country Road Take Mahomes ,Robbie Anderson,2,17,11.22,4.2,WR,157.03,49.9,-7.02
Country Road Take Mahomes ,Robbie Anderson,3,21,10.64,2.4,WR,157.03,49.9,-8.24
Country Road Take Mahomes ,Robbie Anderson,4,25,10.24,5.6,WR,157.03,49.9,-4.64
Country Road Take Mahomes ,Robbie Anderson,5,6,8.75,4.2,WR,157.03,49.9,-4.55
Corduroy Patterson,Robbie Anderson,7,31,8.15,0,WR,157.03,49.9,-8.15
Corduroy Patterson,Robbie Anderson,8,29,9.43,21.2,WR,157.03,49.9,11.77
Country Road Take Mahomes ,Raheem Mostert,1,2,8.55,4.2,RB,130.43,132.2,-4.35
Country Road Take Mahomes ,Raheem Mostert,2,7,8.44,10.9,RB,130.43,132.2,2.46
Country Road Take Mahomes ,Raheem Mostert,3,12,8.86,1.1,RB,130.43,132.2,-7.76
Country Road Take Mahomes ,Raheem Mostert,4,10,9.44,10.1,RB,130.43,132.2,0.66
Country Road Take Mahomes ,Raheem Mostert,5,9,12.12,19.2,RB,130.43,132.2,7.08
Country Road Take Mahomes ,Raheem Mostert,6,21,13.4,5.8,RB,130.43,132.2,-7.6
Country Road Take Mahomes ,Raheem Mostert,7,11,13.47,20.9,RB,130.43,132.2,7.43
Country Road Take Mahomes ,Raheem Mostert,8,6,14.65,7.7,RB,130.43,132.2,-6.95
Country Road Take Mahomes ,Raheem Mostert,9,25,12.62,8.6,RB,130.43,132.2,-4.02
Country Road Take Mahomes ,Raheem Mostert,10,30,9.94,18.7,RB,130.43,132.2,8.76
Country Road Take Mahomes ,Raheem Mostert,11,0,0,0,RB,130.43,132.2,0
Country Road Take Mahomes ,Raheem Mostert,12,32,0,0,RB,130.43,132.2,0
Country Road Take Mahomes ,Hayden Hurst,1,10,7.89,9.6,TE,130.09,100,1.71
Country Road Take Mahomes ,Hayden Hurst,2,5,7.82,7.4,TE,130.09,100,-0.42
Country Road Take Mahomes ,Hayden Hurst,3,17,8.4,1.7,TE,130.09,100,-6.7
Dessert Desperadoes,Hayden Hurst,6,6,9.41,8.2,TE,130.09,100,-1.21
Dessert Desperadoes,Hayden Hurst,7,7,9.42,8.5,TE,130.09,100,-0.92
Dessert Desperadoes,Hayden Hurst,8,0,0,0,TE,130.09,100,0
Dessert Desperadoes,Hayden Hurst,9,10,9.19,4.8,TE,130.09,100,-4.39
Dessert Desperadoes,Hayden Hurst,10,28,8.16,11.7,TE,130.09,100,3.54
Dessert Desperadoes,Hayden Hurst,11,16,9.3,3.2,TE,130.09,100,-6.1
Dessert Desperadoes,Hayden Hurst,12,6,0,0,TE,130.09,100,0
Country Road Take Mahomes ,A.J. Green,1,29,10.2,3.3,WR,117.81,39.8,-6.9
Devon Allen’s Hurdle crew,Derrick Henry,1,17,17.97,8.2,RB,264.47,270.36,-9.77
Devon Allen’s Hurdle crew,Derrick Henry,2,12,17.03,8.5,RB,264.47,270.36,-8.53
Devon Allen’s Hurdle crew,Derrick Henry,3,29,17.43,25.3,RB,264.47,270.36,7.87
Devon Allen’s Hurdle crew,Derrick Henry,4,28,16.36,23.7,RB,264.47,270.36,7.34
Devon Allen’s Hurdle crew,Derrick Henry,5,5,18.12,27.2,RB,264.47,270.36,9.08
Devon Allen’s Hurdle crew,Derrick Henry,6,0,0,0,RB,264.47,270.36,0
Devon Allen’s Hurdle crew,Derrick Henry,7,28,18.96,16.8,RB,264.47,270.36,-2.16
Devon Allen’s Hurdle crew,Derrick Henry,8,32,19.58,35.8,RB,264.47,270.36,16.22
Devon Allen’s Hurdle crew,Derrick Henry,9,20,20.02,23.5,RB,264.47,270.36,3.48
Devon Allen’s Hurdle crew,Derrick Henry,10,13,17.55,8.7,RB,264.47,270.36,-8.85
Devon Allen’s Hurdle crew,Derrick Henry,11,22,17.52,25.36,RB,264.47,270.36,7.84
Devon Allen’s Hurdle crew,Derrick Henry,12,10,17.6,14.7,RB,264.47,270.36,-2.9
Devon Allen’s Hurdle crew,Deebo Samuel,1,16,16.52,12.6,WR,261.46,164,-3.92
Devon Allen’s Hurdle crew,Deebo Samuel,2,3,16.62,14.7,WR,261.46,164,-1.92
Devon Allen’s Hurdle crew,Deebo Samuel,3,1,17.74,12.9,WR,261.46,164,-4.84
Devon Allen’s Hurdle crew,Deebo Samuel,4,21,18.77,23.7,WR,261.46,164,4.93
Devon Allen’s Hurdle crew,Deebo Samuel,5,25,16.2,11.2,WR,261.46,164,-5
Devon Allen’s Hurdle crew,Deebo Samuel,6,27,16.53,16,WR,261.46,164,-0.53
Devon Allen’s Hurdle crew,Deebo Samuel,7,29,15.63,9.4,WR,261.46,164,-6.23
Devon Allen’s Hurdle crew,Deebo Samuel,8,21,0,0,WR,261.46,164,0
Devon Allen’s Hurdle crew,Deebo Samuel,9,0,0,0,WR,261.46,164,0
Devon Allen’s Hurdle crew,Deebo Samuel,10,8,15.35,7.1,WR,261.46,164,-8.25
Devon Allen’s Hurdle crew,Deebo Samuel,11,14,14.88,22.4,WR,261.46,164,7.52
Devon Allen’s Hurdle crew,Deebo Samuel,12,13,15.44,7.3,WR,261.46,164,-8.14
Devon Allen’s Hurdle crew,DJ Moore,1,11,14.48,8,WR,234.57,153.3,-6.48
Devon Allen’s Hurdle crew,DJ Moore,2,12,13.96,13.3,WR,234.57,153.3,-0.66
Devon Allen’s Hurdle crew,DJ Moore,3,13,13.31,2.5,WR,234.57,153.3,-10.81
Devon Allen’s Hurdle crew,DJ Moore,4,14,13.52,12.1,WR,234.57,153.3,-1.42
Devon Allen’s Hurdle crew,DJ Moore,5,20,12.2,10.7,WR,234.57,153.3,-1.5
Devon Allen’s Hurdle crew,DJ Moore,6,21,12.41,3.7,WR,234.57,153.3,-8.71
Devon Allen’s Hurdle crew,DJ Moore,7,19,12.27,19.6,WR,234.57,153.3,7.33
Devon Allen’s Hurdle crew,DJ Moore,8,27,13.88,27.5,WR,234.57,153.3,13.62
Devon Allen’s Hurdle crew,DJ Moore,9,10,13.65,4.4,WR,234.57,153.3,-9.25
Devon Allen’s Hurdle crew,DJ Moore,10,27,13.2,6.9,WR,234.57,153.3,-6.3
Devon Allen’s Hurdle crew,DJ Moore,11,26,12.03,5.4,WR,234.57,153.3,-6.63
Devon Allen’s Hurdle crew,DJ Moore,12,1,10.76,20.3,WR,234.57,153.3,9.54
Devon Allen’s Hurdle crew,Josh Jacobs,1,27,12.85,8.3,RB,210.51,295.8,-4.55
Devon Allen’s Hurdle crew,Josh Jacobs,2,26,14.58,9.1,RB,210.51,295.8,-5.48
Devon Allen’s Hurdle crew,Josh Jacobs,3,8,11.73,14.7,RB,210.51,295.8,2.97
Devon Allen’s Hurdle crew,Josh Jacobs,4,13,13.23,34.5,RB,210.51,295.8,21.27
Devon Allen’s Hurdle crew,Josh Jacobs,5,20,13.69,30.3,RB,210.51,295.8,16.61
Devon Allen’s Hurdle crew,Josh Jacobs,6,0,0,0,RB,210.51,295.8,0
Devon Allen’s Hurdle crew,Josh Jacobs,7,32,17.74,36.5,RB,210.51,295.8,18.76
Devon Allen’s Hurdle crew,Josh Jacobs,8,15,19.47,7.4,RB,210.51,295.8,-12.07
Devon Allen’s Hurdle crew,Josh Jacobs,9,24,18.43,11.7,RB,210.51,295.8,-6.73
Devon Allen’s Hurdle crew,Josh Jacobs,10,28,16.75,22.6,RB,210.51,295.8,5.85
Devon Allen’s Hurdle crew,Josh Jacobs,11,13,17.38,19,RB,210.51,295.8,1.62
Devon Allen’s Hurdle crew,Josh Jacobs,12,31,18.73,48.3,RB,210.51,295.8,29.57
Devon Allen’s Hurdle crew,Jalen Hurts,1,32,22.92,24.72,QB,318.51,369.58,1.8
Devon Allen’s Hurdle crew,Jalen Hurts,2,26,21.96,33.02,QB,318.51,369.58,11.06
Devon Allen’s Hurdle crew,Jalen Hurts,3,16,23.93,27.6,QB,318.51,369.58,3.67
Devon Allen’s Hurdle crew,Jalen Hurts,4,27,23.84,15.96,QB,318.51,369.58,-7.88
Devon Allen’s Hurdle crew,Jalen Hurts,5,25,24.66,27.66,QB,318.51,369.58,3
Devon Allen’s Hurdle crew,Jalen Hurts,6,6,22.09,16.9,QB,318.51,369.58,-5.19
Devon Allen’s Hurdle crew,Jalen Hurts,7,0,0,0,QB,318.51,369.58,0
Devon Allen’s Hurdle crew,Jalen Hurts,8,21,24.04,28.4,QB,318.51,369.58,4.36
Devon Allen’s Hurdle crew,Jalen Hurts,9,5,24.16,20.02,QB,318.51,369.58,-4.14
Devon Allen’s Hurdle crew,Jalen Hurts,10,16,23.09,21.8,QB,318.51,369.58,-1.29
Devon Allen’s Hurdle crew,Jalen Hurts,11,22,21.62,24.2,QB,318.51,369.58,2.58
Devon Allen’s Hurdle crew,Jalen Hurts,12,11,23.04,29.82,QB,318.51,369.58,6.78
Devon Allen’s Hurdle crew,Chris Godwin,1,24,10.38,6.5,WR,198.2,178,-3.88
Devon Allen’s Hurdle crew,Chris Godwin,2,13,0,0,WR,198.2,178,0
Devon Allen’s Hurdle crew,Chris Godwin,3,5,0,0,WR,198.2,178,0
Devon Allen’s Hurdle crew,Chris Godwin,4,29,11.53,12.9,WR,198.2,178,1.37
Devon Allen’s Hurdle crew,Chris Godwin,5,27,15.41,12.3,WR,198.2,178,-3.11
Devon Allen’s Hurdle crew,Chris Godwin,6,28,13.44,15.5,WR,198.2,178,2.06
Devon Allen’s Hurdle crew,Chris Godwin,7,25,14.86,11.5,WR,198.2,178,-3.36
Devon Allen’s Hurdle crew,Chris Godwin,8,26,14.31,13.5,WR,198.2,178,-0.81
Devon Allen’s Hurdle crew,Chris Godwin,9,21,13.88,10.7,WR,198.2,178,-3.18
Devon Allen’s Hurdle crew,Chris Godwin,10,3,13.54,19.1,WR,198.2,178,5.56
Devon Allen’s Hurdle crew,Chris Godwin,11,0,0,0,WR,198.2,178,0
Devon Allen’s Hurdle crew,Chris Godwin,12,11,14.45,29,WR,198.2,178,14.55
Devon Allen’s Hurdle crew,T.J. Hockenson,1,11,10.37,7.8,TE,168.03,164,-2.57
Devon Allen’s Hurdle crew,T.J. Hockenson,2,9,10.46,5.6,TE,168.03,164,-4.86
Devon Allen’s Hurdle crew,T.J. Hockenson,3,27,11.38,10.8,TE,168.03,164,-0.58
Devon Allen’s Hurdle crew,T.J. Hockenson,4,2,10.79,39.9,TE,168.03,164,29.11
Devon Allen’s Hurdle crew,T.J. Hockenson,5,3,13.06,1.6,TE,168.03,164,-11.46
Devon Allen’s Hurdle crew,T.J. Hockenson,6,30,0,0,TE,168.03,164,0
Devon Allen’s Hurdle crew,T.J. Hockenson,7,0,11.63,8.8,TE,168.03,164,-2.83
Devon Allen’s Hurdle crew,T.J. Hockenson,8,32,11.16,11,TE,168.03,164,-0.16
Devon Allen’s Hurdle crew,T.J. Hockenson,9,1,10.09,16,TE,168.03,164,5.91
Devon Allen’s Hurdle crew,T.J. Hockenson,10,4,12.3,11.5,TE,168.03,164,-0.8
Devon Allen’s Hurdle crew,T.J. Hockenson,11,5,12.58,8.4,TE,168.03,164,-4.18
Devon Allen’s Hurdle crew,T.J. Hockenson,12,22,11.29,15.3,TE,168.03,164,4.01
Devon Allen’s Hurdle crew,Melvin Gordon III,1,0,8.97,7.2,RB,144.72,87.1,-1.77
